CarBrandName,Price,CarBrandImgHttpUrl,CarDetailUrl,VendorName,VendorImg,CarBrandList
奥迪Q3 Sportback,28.93-36.53万,//img2.bitautoimg.com/autoalbum/files/20201010/573/1114195737_6.jpg,https://car.yiche.com/aodiq3sportback/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 35 TFSI 进取型, 2023款 40 TFSI 时尚型, 2023款 40 TFSI RS套件燃速型, 2023款 45 TFSI quattro 时尚型, 2023款 45 TFSI quattro 豪华型, 2023款 45 TFSI quattro 冰雪运动版, 2022款 35 TFSI 进取型, 2022款 40 TFSI 时尚型, 2022款 40 TFSI RS套件燃速型, 2022款 45 TFSI quattro 时尚型, 2022款 45 TFSI quattro 豪华型"
问界M7,28.98-37.98万,//img2.bitautoimg.com/autoalbum/files/20221024/80/202210243492660810308070074_6.png,https://car.yiche.com/wenjiem7/,AITO,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2022款 两驱舒适版, 2022款 四驱豪华版, 2022款 四驱旗舰版"
奥迪R8,232.38万,//img3.bitautoimg.com/autoalbum/files/20210513/110/1101321104_6.jpg,https://car.yiche.com/aodir8/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 5.2L Coupe Performance, 2022款 5.2L Coupe Performance"
安凯Q5,33.60-34.60万,//img3.bitautoimg.com/autoalbum/files/20220705/365/202207054398700777636585882_6.png,https://car.yiche.com/ankaiq5/,安凯客车,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2022款 540km 9座, 2022款 530km 11座"
奥迪S4,48.88万,//img4.bitautoimg.com/autoalbum/files/20230217/399/202302176191662966439975418_6.png,https://car.yiche.com/s4/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png, 2023款 Limousine 3.0T
奥迪A4(进口),35.98-44.68万,//img2.bitautoimg.com/autoalbum/files/20221011/990/202210115446548939899086162_6.png,https://car.yiche.com/aodia4-2075/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 Avant 40 TFSI 时尚动感型, 2023款 Avant 40 TFSI 大探险家型, 2023款 Avant 40 TFSI 豪华动感型, 2023款 allroad quattro 大探险家型, 2023款 allroad quattro"
奥迪Q8,78.28-114.68万,//img2.bitautoimg.com/autoalbum/files/20190830/101/0534291016_6.jpg,https://car.yiche.com/aodiq8/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2022款 45 TFSI quattro 豪华动感型, 2022款 45 TFSI quattro 臻选动感型, 2022款 55 TFSI quattro 豪华动感型, 2022款 55 TFSI quattro 臻选动感型, 2022款 55 TFSI quattro 冰雪运动型, 2022款 55 TFSI quattro 尊享动感型, 2022款 55 TFSI quattro 暗夜骑士殿堂版"
奥迪A6L 插电混动,50.80万,//img3.bitautoimg.com/autoalbum/files/20220808/520/202208084250997219752099580_6.png,https://car.yiche.com/a6lchadianhundong/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png, 2022款 55 TFSI e quattro
安凯快乐运,14.28万,//img1.bitautoimg.com/autoalbum/files/20220629/460/202206292684648021346016148_6.png,https://car.yiche.com/kuaileyun/,安凯客车,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png, 2022款 290km 标准版
奥迪RS 7,146.88万,//img4.bitautoimg.com/autoalbum/files/20210118/679/1114386792_6.jpg,https://car.yiche.com/aodirs7/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 4.0T Sportback, 2022款 4.0T Sportback"
奥迪Q2L,22.88-26.88万,//img3.bitautoimg.com/autoalbum/files/20221125/513/202211252489936122751314706_6.png,https://car.yiche.com/aodiq2haiwai/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2022款 35 TFSI  进取致雅型, 2022款 35 TFSI  进取动感型, 2022款 35 TFSI 时尚致雅型, 2022款 35 TFSI 时尚动感型, 2022款 35 TFSI  RS套件燃速型, 2022款 35 TFSI 豪华动感型, 2022款 35 TFSI  豪华致雅型"
奥迪A7,58.98-78.48万,//img2.bitautoimg.com/autoalbum/files/20221207/13/20221207930037823501389271_6.png,https://car.yiche.com/aodia7/,奥迪,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 40 TFSI 豪华型, 2023款 45 TFSI 臻选型, 2023款 55 TFSI quattro 尊享型"
晓奥V-Class,85.80-138.80万,//img4.bitautoimg.com/autoalbum/files/20220507/244/202205071893191018924467878_6.png,https://car.yiche.com/xiaoaovclass/,AM晓奥汽车,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 2.0T 凡克雅宝钻石版, 2022款 2.0T 梵赫版, 2022款 2.0T 梵影版, 2022款 2.0T 凡克雅宝版, 2022款 2.0T 芭塞萝娜, 2022款 2.0T 梵兹慕版, 2022款 2.0T 凡克雅宝钻石版"
爱驰U6,21.99-23.79万,//img4.bitautoimg.com/autoalbum/files/20210715/692/1049556921_6.jpg,https://car.yiche.com/aichiu6ion/,爱驰,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 505km Play, 2023款 505km 好声音特别版, 2023款 590km Play"
爱驰U5,17.99-19.99万,//img1.bitautoimg.com/autoalbum/files/20220805/554/202208051390967229755467944_6.png,https://car.yiche.com/aichiu5ion/,爱驰,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2021款 标准续航 PURE智净版, 2021款 长续航 PURE智净版"
Alpine A110,暂无,//img2.bitautoimg.com/autoalbum/files/20190619/183/1115401834_6.jpg,https://car.yiche.com/leinuoalpinea110/,Alpine,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png, 2023款 A110 R
Truck Mad,暂无,//img2.bitautoimg.com/autoalbum/files/20221230/408/20221230689236901340806010_6.png,https://car.yiche.com/iatpika/,阿尔特,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png, 2023款 800km 顶配版
雅阁,16.98-25.98万,//img3.bitautoimg.com/autoalbum/files/20221202/659/202212021983997802465947632_6.png,https://car.yiche.com/dibadaiyage/,本田,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2022款 260TURBO 舒享版, 2022款 260TURBO 舒适版, 2022款 260TURBO 豪华版, 2022款 260TURBO 幻夜·尊贵版, 2022款 260TURBO 幻夜·旗舰版, 2022款 混动 2.0L E-CVT 锐酷版, 2022款 混动 2.0L E-CVT 锐领版, 2022款 混动 2.0L E-CVT 幻夜·锐智版, 2022款 混动 2.0L E-CVT 幻夜·锐尊版"
飞度,8.18-10.88万,//img1.bitautoimg.com/autoalbum/files/20221208/565/202212083806047874656506990_6.png,https://car.yiche.com/xinfeidu/,本田,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2022款 1.5L 潮享天窗版, 2022款 1.5L 無限MUGEN版, 2021款 1.5L 潮启版, 2021款 1.5L 潮享版, 2021款 1.5L 潮越版, 2021款 1.5L 潮跑Pro版, 2021款 1.5L 潮越Max版"
缤智,12.78-17.68万,//img4.bitautoimg.com/autoalbum/files/20221031/131/202210315883721786613199999_6.png,https://car.yiche.com/vezeljinkou/,本田,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 1.5L 精英版, 2023款 1.5L 先锋版, 2023款 1.5L 豪华版, 2022款 1.5L CVT 精英智享版, 2022款 1.5L CVT 幻夜·先锋版, 2020款 1.5L 手动 舒适版, 2020款 1.5L CVT 精英版, 2020款 1.5L CVT 先锋版, 2020款 1.5L CVT 豪华版, 2020款 220TURBO CVT 精英版, 2020款 220TURBO CVT 豪华版, 2020款 220TURBO CVT 旗舰版"
本田XR-V,13.29-15.29万,//img4.bitautoimg.com/autoalbum/files/20221103/60/202211032247744529206028854_6.png,https://car.yiche.com/bentian2xw/,本田,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 1.5L 热力版, 2023款 1.5L 热潮版, 2023款 1.5L 热爱版"
皓影,16.98-25.28万,//img1.bitautoimg.com/autoalbum/files/20221227/427/20221227474211774042729791_6.png,https://car.yiche.com/bentianbreeze/,本田,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 240TURBO 两驱精英版 5座, 2023款 240TURBO 两驱精英版PRO 7座, 2023款 240TURBO 两驱豪华版 5座, 2023款 240TURBO 两驱豪华版PRO 7座, 2023款 240TURBO 两驱尊贵版 5座, 2023款 240TURBO 两驱尊贵版PRO 7座, 2023款 240TURBO 四驱尊享版 5座, 2021款 240TURBO 手动 两驱 精英版, 2021款 240TURBO CVT 两驱 精英版, 2021款 240TURBO CVT 两驱 豪华版, 2021款 240TURBO CVT 两驱 智享版, 2021款 240TURBO CVT 两驱 尊贵版, 2021款 240TURBO CVT 两驱 幻夜版, 2021款 240TURBO CVT 四驱 尊享版, 2021款 240TURBO CVT 四驱 幻夜版, 2021款 锐·混动 2.0L 两驱 E-CVT 锐·精英版, 2021款 锐·混动 2.0L 两驱 E-CVT 锐·豪华版, 2021款 锐·混动 2.0L 两驱 E-CVT 锐·尊贵版, 2021款 锐·混动 2.0L 两驱 E-CVT 锐·幻夜版"
思域,12.99-18.79万,//img2.bitautoimg.com/autoalbum/files/20221202/988/202212023410999034498803878_6.png,https://car.yiche.com/siyucivic/,本田,https://static1.bitautoimg.com/yc-m/car-m/car/images/lazyload-brand.png," 2023款 HATCHBACK 240TURBO CVT极跃版, 2023款 HATCHBACK 240TURBO CVT极锐版, 2023款 HATCHBACK 240TURBO 手动极劲版, 2023款 HATCHBACK 240TURBO CVT极锋版, 2023款 240TURBO CVT劲动·C位客特别版, 2023款 240TURBO CVT劲控·C位客特别版, 2023款 HATCHBACK e:HEV 2.0L E-CVT极曜版, 2023款 HATCHBACK e:HEV 2.0L E-CVT极控版, 2023款 e:HEV 2.0L E-CVT先锋版, 2023款 e:HEV 2.0L E-CVT锐力版, 2023款 e:HEV 2.0L E-CVT劲速版, 2022款 180TURBO CVT尚动版, 2022款 180TURBO CVT尚擎版, 2022款 240TURBO CVT劲骋版, 2022款 240TURBO CVT劲动版, 2022款 240TURBO CVT燃动版, 2022款 240TURBO CVT劲控版, 2022款 240TURBO CVT燃擎版, 2021款 HATCHBACK 220TURBO CVT 新锐控, 2021款 HATCHBACK 220TURBO CVT 潮酷控, 2021款 HATCHBACK 220TURBO 手动 驾趣控, 2021款 HATCHBACK 220TURBO CVT 劲擎控"
